race,income,sex,schoolYears,age,spend
hispanic,63726.0,female,15.0,48.0,740.22
hispanic,226124.0,female,16.0,47.0,741.64
black,260736.0,male,15.0,38.0,876.47
white,26597.0,male,17.0,34.0,744.09
white,28108.0,male,14.0,39.0,868.11
other,29465.0,female,12.0,51.0,739.61
white,20648.0,female,13.0,53.0,795.27
white,63492.0,male,16.0,33.0,699.83
asian,145145.0,female,20.0,46.0,886.74
black,40814.0,male,15.0,30.0,611.4
hispanic,20078.0,female,15.0,45.0,699.51
white,7711.0,male,14.0,37.0,807.17
white,12972.0,female,16.0,48.0,754.15
black,64238.0,female,13.0,52.0,587.72
white,26932.0,female,15.0,47.0,733.2
white,63389.0,male,18.0,31.0,647.04
hispanic,56586.0,female,14.0,51.0,789.92
other,3840.0,male,11.0,33.0,633.92
white,24000.0,female,15.0,51.0,759.0
white,111234.0,male,19.0,33.0,699.55
white,161933.0,male,18.0,23.0,473.4
white,328454.0,male,17.0,29.0,624.89
white,43084.0,female,15.0,48.0,760.94
white,27421.0,male,15.0,42.0,996.24
hispanic,46255.0,female,13.0,54.0,795.43
white,75451.0,female,14.0,53.0,803.04
white,10181.0,male,13.0,34.0,676.74
other,144454.0,female,17.0,57.0,862.7
other,89371.0,female,18.0,52.0,796.05
white,38630.0,male,15.0,32.0,675.19
white,52862.0,female,17.0,48.0,741.3
black,44487.0,male,15.0,42.0,1012.17
black,21101.0,female,11.0,56.0,632.73
white,103680.0,female,18.0,55.0,859.86
black,109260.0,male,16.0,45.0,1141.91
asian,38094.0,male,15.0,34.0,724.9
hispanic,56000.0,female,13.0,45.0,696.45
black,20931.0,male,11.0,33.0,698.75
white,184815.0,female,19.0,48.0,769.13
white,177568.0,female,18.0,47.0,770.57
white,14033.0,female,16.0,53.0,794.17
other,15596.0,male,12.0,37.0,795.96
white,76531.0,male,15.0,41.0,971.05
white,32024.0,male,13.0,31.0,633.68
hispanic,16204.0,male,11.0,37.0,968.41
white,161524.0,female,17.0,45.0,756.65
hispanic,45329.0,male,11.0,33.0,838.72
white,6733.0,female,13.0,51.0,751.98
white,49759.0,female,15.0,44.0,701.78
white,62492.0,female,14.0,54.0,814.54
black,23497.0,male,13.0,39.0,862.53
hispanic,974565.0,male,13.0,33.0,886.3
white,71061.0,male,16.0,35.0,777.78
black,17633.0,male,13.0,34.0,707.08
hispanic,60085.0,female,14.0,52.0,799.34
white,47274.0,male,16.0,39.0,910.12
asian,70211.0,female,16.0,48.0,868.66
white,98594.0,female,20.0,51.0,806.64
black,28980.0,male,12.0,32.0,644.07
black,153845.0,female,16.0,58.0,696.96
black,37598.0,male,13.0,34.0,721.63
white,31758.0,male,13.0,38.0,855.18
asian,18602.0,female,14.0,49.0,840.87
white,18164.0,female,15.0,51.0,782.87
white,735123.0,male,16.0,44.0,1133.44
hispanic,14328.0,male,12.0,38.0,995.15
white,91162.0,female,17.0,50.0,788.97
white,299578.0,female,19.0,50.0,783.91
asian,87812.0,male,17.0,36.0,787.25
other,83613.0,female,16.0,50.0,765.96
white,50233.0,male,15.0,39.0,877.09
black,47510.0,female,14.0,56.0,635.44
white,90961.0,male,17.0,34.0,742.69
white,70652.0,male,17.0,34.0,755.77
white,49199.0,male,15.0,38.0,820.05
white,880871.0,male,18.0,30.0,663.37
white,101529.0,female,18.0,49.0,786.1
hispanic,36541.0,male,13.0,35.0,913.38
white,26036.0,male,12.0,41.0,977.72
white,67130.0,male,17.0,36.0,793.46
hispanic,59740.0,female,13.0,46.0,710.75
white,251868.0,male,19.0,33.0,753.76
white,41390.0,male,17.0,32.0,682.63
black,186288.0,male,16.0,32.0,673.84
white,20342.0,female,14.0,48.0,738.47
other,68069.0,male,15.0,35.0,764.79
white,82374.0,female,16.0,52.0,812.27
white,123544.0,male,18.0,35.0,782.81
white,145303.0,female,18.0,51.0,818.51
hispanic,12020.0,male,13.0,36.0,922.91
hispanic,38897.0,male,12.0,33.0,822.37
hispanic,185572.0,female,15.0,53.0,836.14
black,46606.0,female,16.0,48.0,560.63
other,54504.0,male,16.0,32.0,674.02
white,18799.0,male,14.0,33.0,700.13
white,201207.0,male,19.0,33.0,731.46
white,10346.0,male,14.0,36.0,778.11
hispanic,389929.0,male,15.0,38.0,1031.95
white,88484.0,female,18.0,49.0,753.15
white,105357.0,female,21.0,50.0,775.45
white,19749.0,male,15.0,38.0,847.09
hispanic,80898.0,male,16.0,34.0,878.0
white,20500.0,male,15.0,41.0,977.61
hispanic,87567.0,female,15.0,43.0,705.7
white,9058.0,male,13.0,29.0,535.27
white,42708.0,male,17.0,34.0,709.89
white,57361.0,female,16.0,46.0,726.51
black,345899.0,male,16.0,33.0,719.71
white,43905.0,male,16.0,40.0,930.29
white,248246.0,female,18.0,46.0,762.4
white,245634.0,female,17.0,51.0,805.91
other,204708.0,male,16.0,35.0,778.77
asian,146350.0,male,19.0,33.0,736.66
black,47255.0,female,16.0,46.0,496.65
other,17256.0,female,12.0,48.0,738.43
white,178135.0,male,18.0,32.0,677.31
white,7304.0,female,14.0,51.0,741.82
black,45296.0,female,13.0,40.0,430.55
white,124331.0,male,18.0,24.0,484.88
hispanic,30125.0,male,12.0,35.0,923.32
white,15550.0,male,13.0,34.0,717.77
white,62175.0,female,15.0,45.0,738.36
white,20739.0,female,14.0,53.0,799.63
hispanic,49405.0,male,14.0,36.0,944.21
white,29048.0,male,16.0,44.0,1097.12
white,94909.0,male,19.0,38.0,867.62
other,110390.0,female,15.0,53.0,820.62
white,78638.0,female,17.0,43.0,714.51
white,173860.0,male,17.0,37.0,822.81
hispanic,10729.0,female,11.0,46.0,717.72
black,108244.0,female,16.0,52.0,591.03
white,10196.0,male,16.0,32.0,636.27
black,28482.0,male,14.0,31.0,641.49
white,76269.0,male,16.0,37.0,845.82
asian,90876.0,male,20.0,27.0,558.52
other,26497.0,female,13.0,47.0,717.28
hispanic,89313.0,female,15.0,49.0,768.12
white,73795.0,female,14.0,49.0,776.92
white,81666.0,male,18.0,36.0,829.3
hispanic,45513.0,female,15.0,53.0,809.49
black,27963.0,male,11.0,27.0,518.59
white,97021.0,female,17.0,47.0,743.29
hispanic,18920.0,male,12.0,39.0,1008.8
white,76288.0,male,17.0,35.0,776.89
black,94778.0,female,18.0,52.0,607.01
asian,11131.0,male,17.0,29.0,582.76
white,68008.0,male,17.0,27.0,539.96
white,139539.0,male,17.0,36.0,822.86
white,94241.0,male,19.0,31.0,668.32
white,12363.0,female,15.0,48.0,718.48
white,31227.0,male,15.0,37.0,833.91
hispanic,22852.0,male,15.0,40.0,1078.15
black,23977.0,female,12.0,43.0,467.19
white,24406.0,male,13.0,30.0,612.88
other,4780.0,male,13.0,35.0,736.79
hispanic,18634.0,male,12.0,36.0,925.46
other,91830.0,female,15.0,49.0,756.31
hispanic,128042.0,female,17.0,52.0,814.69
white,40353.0,female,14.0,46.0,723.18
white,68528.0,male,15.0,35.0,752.12
hispanic,34104.0,female,12.0,44.0,685.27
white,33509.0,female,14.0,56.0,805.25
white,69219.0,male,17.0,29.0,583.16
white,103138.0,male,17.0,36.0,813.79
white,15939.0,female,15.0,45.0,709.43
white,55732.0,female,15.0,52.0,775.78
black,55855.0,male,14.0,30.0,607.65
white,63199.0,female,15.0,49.0,773.77
black,42248.0,male,13.0,40.0,916.63
asian,45495.0,male,17.0,34.0,734.18
hispanic,71346.0,male,14.0,36.0,919.69
white,31737.0,female,13.0,46.0,702.98
other,19300.0,female,9.0,49.0,742.71
other,19543.0,male,13.0,26.0,484.01
white,63721.0,male,17.0,31.0,650.5
white,91894.0,male,17.0,33.0,686.28
white,115872.0,female,20.0,49.0,803.77
white,14933.0,female,14.0,48.0,726.74
black,300501.0,male,15.0,37.0,856.82
white,15686.0,male,14.0,37.0,802.02
white,32505.0,female,12.0,51.0,779.62
white,320137.0,male,18.0,33.0,746.98
white,28582.0,male,13.0,31.0,627.79
white,51993.0,female,16.0,53.0,790.23
white,26439.0,male,14.0,32.0,633.56
white,15003.0,female,15.0,49.0,724.56
hispanic,91381.0,male,13.0,28.0,703.11
hispanic,4305.0,male,11.0,38.0,957.04
black,44850.0,female,14.0,44.0,487.4
black,147096.0,male,15.0,41.0,993.2
white,41819.0,male,15.0,27.0,525.39
white,75004.0,female,17.0,48.0,788.99
white,42312.0,male,17.0,35.0,770.14
white,25293.0,male,14.0,35.0,725.89
white,18774.0,male,11.0,33.0,660.74
white,28015.0,male,13.0,41.0,965.01
black,37454.0,female,13.0,47.0,522.86
white,56530.0,female,16.0,48.0,753.03
white,50478.0,female,16.0,56.0,833.1
white,61277.0,male,17.0,35.0,774.99
hispanic,133692.0,male,16.0,34.0,876.13
asian,145537.0,male,20.0,33.0,739.6
hispanic,10177.0,female,10.0,56.0,807.33
black,33436.0,female,11.0,48.0,503.32
black,345248.0,female,17.0,55.0,656.28
white,105551.0,male,15.0,35.0,762.69
white,54206.0,male,17.0,35.0,764.51
white,26769.0,female,14.0,47.0,752.46
other,93997.0,male,16.0,41.0,978.66
other,68607.0,female,13.0,52.0,787.79
black,111895.0,female,17.0,49.0,569.71
white,15755.0,female,14.0,57.0,843.29
hispanic,63088.0,male,15.0,32.0,815.4
white,421711.0,female,18.0,58.0,885.89
white,183005.0,female,19.0,49.0,815.56
white,37692.0,female,13.0,55.0,811.57
white,114897.0,male,18.0,38.0,890.4
other,10714.0,male,13.0,32.0,639.45
white,66238.0,male,17.0,31.0,650.28
black,30017.0,female,13.0,48.0,533.98
white,128363.0,male,18.0,34.0,760.81
white,182586.0,female,19.0,51.0,814.68
white,16846.0,female,13.0,52.0,760.74
hispanic,48569.0,male,12.0,30.0,742.33
asian,8787.0,female,14.0,50.0,838.69
black,53896.0,female,16.0,51.0,597.46
white,55472.0,male,16.0,32.0,665.42
white,82518.0,female,18.0,51.0,795.59
hispanic,39172.0,male,14.0,40.0,1072.6
white,17203.0,female,12.0,54.0,780.31
asian,76099.0,male,16.0,35.0,754.48
other,8873.0,male,14.0,36.0,770.54
white,17169.0,female,13.0,47.0,731.85
asian,12613.0,female,14.0,43.0,758.96
white,38781.0,female,14.0,53.0,801.6
other,31393.0,female,12.0,48.0,747.53
asian,136220.0,female,19.0,44.0,853.27
other,59995.0,male,14.0,32.0,682.19
white,38848.0,female,14.0,59.0,869.4
hispanic,93102.0,male,15.0,41.0,1135.14
white,40795.0,female,15.0,50.0,772.81
black,31502.0,female,12.0,48.0,520.6
other,34289.0,female,13.0,48.0,749.63
hispanic,19157.0,male,10.0,33.0,821.16
white,47488.0,female,16.0,54.0,811.41
white,16740.0,male,14.0,18.0,347.75
white,129052.0,male,18.0,33.0,697.41
hispanic,36319.0,female,11.0,48.0,739.32
other,63241.0,male,13.0,41.0,968.8
white,99130.0,male,18.0,37.0,860.92
white,76873.0,female,15.0,54.0,828.01
asian,85166.0,female,19.0,53.0,943.42
other,60940.0,male,13.0,31.0,640.98
white,50029.0,female,16.0,48.0,746.74
white,137379.0,female,18.0,50.0,789.6
other,97749.0,female,16.0,50.0,786.04
hispanic,56126.0,male,13.0,28.0,715.24
other,70884.0,male,12.0,33.0,712.18
white,59985.0,female,16.0,52.0,781.78
other,27611.0,female,12.0,53.0,804.76
white,31514.0,male,12.0,39.0,873.29
white,8206.0,female,16.0,46.0,706.52
hispanic,35870.0,male,13.0,40.0,1065.92
hispanic,54195.0,male,12.0,40.0,1041.46
white,97507.0,male,18.0,29.0,599.2
white,25223.0,male,12.0,31.0,619.78
white,46780.0,female,15.0,49.0,746.27
white,73452.0,female,16.0,49.0,772.38
hispanic,32901.0,female,12.0,55.0,821.65
white,124701.0,female,19.0,55.0,850.95
white,77989.0,male,13.0,39.0,864.29
white,85239.0,male,19.0,36.0,831.61
hispanic,20971.0,male,10.0,38.0,984.46
other,73400.0,male,13.0,30.0,607.31
white,15783.0,male,13.0,42.0,1000.22
white,26642.0,female,15.0,48.0,740.55
white,37345.0,male,15.0,32.0,669.06
white,75531.0,female,17.0,46.0,736.95
white,37808.0,female,13.0,51.0,748.07
white,86108.0,male,19.0,34.0,745.32
hispanic,74270.0,female,16.0,46.0,737.13
white,39942.0,female,13.0,52.0,789.53
black,36941.0,male,11.0,34.0,712.41
other,209428.0,male,16.0,38.0,878.11
white,85380.0,female,16.0,44.0,711.71
white,20302.0,female,13.0,47.0,725.05
white,106478.0,male,21.0,38.0,854.64
white,490468.0,female,18.0,52.0,852.77
white,18735.0,male,14.0,30.0,607.51
black,16850.0,male,11.0,30.0,578.23
other,4124.0,male,12.0,31.0,600.08
white,55929.0,male,17.0,37.0,842.14
white,45414.0,female,15.0,51.0,769.84
other,121316.0,male,16.0,33.0,726.42
white,25713.0,male,14.0,37.0,811.21
asian,207329.0,male,21.0,35.0,780.02
white,32059.0,female,15.0,48.0,745.01
other,66915.0,male,12.0,32.0,662.38
black,34007.0,female,12.0,51.0,553.08
hispanic,28317.0,female,13.0,46.0,706.9
white,35385.0,male,16.0,31.0,624.13
hispanic,24297.0,female,13.0,48.0,773.7
white,96083.0,male,17.0,35.0,764.66
black,4956.0,female,12.0,54.0,533.03
black,265434.0,male,17.0,32.0,694.02
other,85573.0,female,16.0,48.0,740.55
asian,10209.0,male,16.0,31.0,631.79
white,34165.0,male,13.0,34.0,732.73
other,49429.0,male,13.0,33.0,691.37
asian,46951.0,female,16.0,64.0,1043.04
white,38424.0,male,17.0,32.0,689.69
hispanic,38015.0,male,12.0,41.0,1095.64
white,21938.0,male,14.0,35.0,727.59
other,19558.0,male,13.0,35.0,733.39
white,54974.0,male,15.0,30.0,618.81
black,41773.0,female,14.0,48.0,524.83
other,42141.0,female,16.0,46.0,726.17
black,13558.0,female,12.0,45.0,460.08
white,40072.0,male,15.0,33.0,697.27
white,31994.0,male,14.0,41.0,947.18
white,33215.0,male,14.0,36.0,799.01
black,79077.0,male,13.0,38.0,846.92
white,6135.0,male,15.0,37.0,789.68
white,19983.0,female,14.0,49.0,745.59
other,39085.0,male,12.0,36.0,799.96
white,29692.0,female,13.0,59.0,882.59
white,40165.0,male,17.0,32.0,664.91
white,77251.0,male,17.0,32.0,681.98
white,85082.0,male,19.0,35.0,791.62
hispanic,411937.0,male,17.0,34.0,907.73
black,21731.0,female,10.0,52.0,561.89
other,72707.0,female,14.0,51.0,794.66
white,36422.0,male,14.0,33.0,660.95
white,33109.0,male,16.0,33.0,722.22
other,78963.0,male,13.0,36.0,796.73
hispanic,109565.0,female,17.0,51.0,806.49
white,103749.0,male,19.0,31.0,643.92
white,49998.0,male,13.0,44.0,1086.46
white,146034.0,male,19.0,25.0,514.59
white,14910.0,female,14.0,57.0,864.6
black,118423.0,female,17.0,54.0,613.1
white,73264.0,female,17.0,51.0,791.98
black,69933.0,female,14.0,52.0,585.25
hispanic,49649.0,male,14.0,32.0,831.05
asian,42773.0,male,18.0,35.0,750.42
asian,79600.0,male,18.0,32.0,667.56
other,111291.0,male,17.0,28.0,583.84
white,152199.0,female,18.0,50.0,801.76
white,25201.0,male,15.0,40.0,944.17
black,44137.0,female,13.0,46.0,487.21
white,25149.0,female,14.0,48.0,725.61
white,70599.0,male,16.0,31.0,654.98
white,355640.0,female,18.0,53.0,845.55
white,29565.0,female,12.0,41.0,651.39
black,32199.0,female,12.0,53.0,586.48
other,106170.0,female,15.0,48.0,755.1
hispanic,41307.0,male,13.0,39.0,1048.67
white,203056.0,male,18.0,37.0,853.73
white,7511.0,female,14.0,58.0,818.16
other,17117.0,female,13.0,45.0,701.0
other,11846.0,male,11.0,33.0,673.23
white,19625.0,male,13.0,27.0,541.36
white,28903.0,female,15.0,53.0,784.68
white,62441.0,male,16.0,32.0,672.17
black,206587.0,female,17.0,43.0,528.7
white,20328.0,female,14.0,48.0,742.68
white,7424.0,female,17.0,51.0,744.3
hispanic,36329.0,male,12.0,31.0,787.96
white,36238.0,male,13.0,32.0,643.24
white,17017.0,male,14.0,24.0,459.78
hispanic,7708.0,female,12.0,49.0,722.18
white,19884.0,male,12.0,37.0,796.87
white,379568.0,male,17.0,39.0,938.17
asian,38211.0,male,16.0,35.0,740.2
white,62036.0,female,17.0,49.0,789.2
asian,110870.0,male,19.0,31.0,656.07
white,30425.0,female,15.0,51.0,784.39
hispanic,137300.0,female,16.0,47.0,747.02
white,45695.0,male,14.0,37.0,821.18
asian,22456.0,male,14.0,41.0,971.29
white,52736.0,female,15.0,53.0,804.82
white,108611.0,female,18.0,46.0,739.44
other,31038.0,male,14.0,37.0,813.93
white,176175.0,female,20.0,52.0,818.35
white,125543.0,female,19.0,55.0,850.55
white,222221.0,female,18.0,46.0,760.41
white,17739.0,female,13.0,44.0,688.1
other,50341.0,female,15.0,54.0,818.88
white,67996.0,male,14.0,42.0,1029.45
white,175792.0,male,17.0,27.0,554.52
other,55730.0,male,15.0,34.0,706.96
white,67897.0,female,17.0,48.0,778.98
black,40533.0,male,15.0,33.0,704.32
white,135548.0,female,17.0,49.0,772.51
white,17376.0,female,15.0,56.0,840.26
asian,45829.0,female,17.0,52.0,907.45
white,99722.0,male,18.0,35.0,773.65
white,15739.0,male,12.0,40.0,898.12
white,20601.0,female,14.0,50.0,719.05
white,214207.0,male,18.0,31.0,662.1
other,280552.0,male,17.0,34.0,747.15
white,151818.0,female,17.0,55.0,848.43
white,97381.0,male,17.0,31.0,639.05
white,21093.0,female,15.0,54.0,802.76
white,16548.0,female,15.0,49.0,732.76
other,8754.0,male,12.0,37.0,762.9
black,38427.0,female,12.0,48.0,542.78
white,93077.0,female,17.0,43.0,681.94
hispanic,13302.0,male,12.0,35.0,877.24
white,54590.0,male,15.0,36.0,787.06
other,875311.0,female,14.0,50.0,795.67
white,24171.0,female,15.0,55.0,827.15
black,9576.0,male,12.0,25.0,482.85
hispanic,27803.0,female,13.0,57.0,830.37
white,46732.0,female,16.0,49.0,764.36
white,38683.0,female,13.0,59.0,845.67
hispanic,131517.0,male,16.0,33.0,876.53
white,40665.0,male,16.0,37.0,827.72
white,37345.0,male,14.0,33.0,686.98
hispanic,68379.0,male,13.0,37.0,983.21
hispanic,249124.0,male,16.0,39.0,1079.32
black,17161.0,female,11.0,50.0,550.37
white,15565.0,male,13.0,40.0,891.44
hispanic,29693.0,female,12.0,51.0,748.65
white,28917.0,female,15.0,46.0,715.0
white,161473.0,female,17.0,49.0,793.46
white,60755.0,female,15.0,43.0,688.09
white,40579.0,female,17.0,52.0,788.03
white,186812.0,male,18.0,35.0,786.78
white,16319.0,male,14.0,33.0,657.93
white,251698.0,male,18.0,38.0,902.78
hispanic,47666.0,male,15.0,37.0,995.06
hispanic,52255.0,male,13.0,35.0,926.14
white,9739.0,female,14.0,54.0,763.1
white,12123.0,female,14.0,56.0,816.51
white,44888.0,female,14.0,47.0,738.99
black,21174.0,male,12.0,30.0,592.36
white,112314.0,female,17.0,47.0,766.44
asian,22818.0,male,16.0,33.0,686.45
black,11331.0,male,11.0,31.0,629.86
white,14364.0,female,14.0,47.0,708.41
white,101601.0,female,17.0,44.0,732.25
white,46169.0,female,17.0,52.0,796.4
white,155885.0,male,18.0,33.0,743.91
white,15391.0,female,13.0,48.0,721.99
hispanic,46217.0,female,15.0,51.0,803.38
hispanic,47978.0,female,14.0,48.0,763.81
white,76490.0,male,18.0,33.0,721.29
white,591810.0,male,17.0,38.0,911.36
white,22276.0,male,15.0,33.0,694.34
white,45447.0,male,17.0,27.0,542.81
hispanic,33500.0,male,13.0,32.0,817.71
white,171221.0,male,18.0,28.0,605.68
white,86783.0,female,20.0,42.0,701.22
white,41327.0,male,17.0,38.0,843.2
white,355921.0,male,19.0,37.0,873.4
white,9052.0,male,13.0,35.0,749.81
white,266143.0,male,17.0,34.0,746.92
white,39104.0,male,15.0,31.0,631.98
white,61352.0,female,15.0,50.0,760.88
black,301489.0,male,17.0,35.0,781.32
black,94121.0,male,16.0,33.0,723.31
white,240765.0,male,19.0,36.0,824.03
white,3647.0,female,15.0,53.0,749.25
white,34965.0,female,16.0,53.0,805.2
hispanic,71589.0,female,15.0,48.0,745.59
white,67957.0,male,15.0,37.0,835.52
other,45592.0,male,15.0,26.0,506.51
hispanic,14380.0,female,11.0,51.0,740.64
white,187526.0,female,17.0,49.0,789.85
white,36716.0,female,14.0,50.0,773.97
white,275091.0,male,17.0,36.0,817.55
hispanic,9469.0,female,12.0,49.0,752.95
white,111072.0,female,17.0,53.0,823.25
white,46286.0,female,16.0,48.0,764.28
black,91687.0,female,17.0,53.0,628.51
white,214381.0,male,19.0,29.0,617.01
white,17286.0,male,12.0,32.0,669.03
white,51950.0,male,15.0,26.0,512.31
white,194691.0,female,18.0,54.0,847.2
other,161714.0,female,16.0,53.0,835.85
white,27935.0,male,12.0,38.0,845.71
white,264162.0,female,17.0,52.0,821.01
white,17029.0,male,15.0,33.0,690.62
white,33059.0,other,14.0,33.0,573.23
white,79665.0,male,17.0,42.0,1002.81
other,139001.0,female,18.0,50.0,802.21
white,17260.0,female,15.0,52.0,785.04
black,38221.0,female,11.0,47.0,514.41
white,48842.0,male,16.0,38.0,847.89
white,31954.0,female,14.0,50.0,763.61
hispanic,212357.0,female,14.0,49.0,747.54
other,37403.0,male,11.0,37.0,787.73
hispanic,12974.0,female,11.0,48.0,709.86
white,24073.0,female,14.0,49.0,742.81
hispanic,10832.0,male,11.0,43.0,1180.73
white,41818.0,male,16.0,40.0,920.56
white,158897.0,female,17.0,50.0,804.02
white,27124.0,male,15.0,30.0,607.08
white,84494.0,female,18.0,52.0,827.18
hispanic,39964.0,male,11.0,33.0,837.38
other,5536.0,male,13.0,33.0,669.58
white,94770.0,female,19.0,52.0,814.11
hispanic,73405.0,female,14.0,52.0,784.65
hispanic,2831.0,male,12.0,38.0,951.46
other,65181.0,male,13.0,40.0,943.0
black,60078.0,male,14.0,39.0,911.85
white,43523.0,male,16.0,40.0,944.05
black,66504.0,male,13.0,35.0,754.79
white,51554.0,male,17.0,31.0,639.79
other,28917.0,female,11.0,59.0,861.39
hispanic,241392.0,female,15.0,49.0,776.1
white,182101.0,male,18.0,33.0,726.92
white,21177.0,female,15.0,47.0,735.95
white,34894.0,male,13.0,34.0,722.02
white,18901.0,female,15.0,47.0,736.08
white,68450.0,female,16.0,44.0,723.36
other,41300.0,female,15.0,40.0,653.49
other,43580.0,male,14.0,32.0,678.89
black,57669.0,female,14.0,50.0,564.92
black,451024.0,female,17.0,49.0,583.22
white,8088.0,male,14.0,34.0,709.59
white,24028.0,female,15.0,50.0,755.13
black,37396.0,other,12.0,26.0,483.65
white,13063.0,male,15.0,32.0,704.49
white,59210.0,male,16.0,35.0,766.62
white,21712.0,male,14.0,40.0,920.57
white,163832.0,female,20.0,51.0,800.69
black,213006.0,female,16.0,47.0,545.19
white,12807.0,female,13.0,50.0,768.09
white,54456.0,female,17.0,47.0,724.32
asian,283442.0,male,19.0,35.0,802.42
white,70450.0,female,16.0,51.0,818.87
asian,50499.0,male,16.0,32.0,684.61
black,121731.0,female,15.0,44.0,512.01
white,24713.0,male,14.0,32.0,641.03
white,50501.0,female,16.0,54.0,801.05
white,14060.0,male,16.0,31.0,629.96
hispanic,30561.0,female,12.0,45.0,665.04
asian,37099.0,female,17.0,42.0,801.05
asian,80809.0,male,20.0,31.0,652.86
white,156780.0,female,18.0,52.0,815.04
hispanic,33610.0,female,11.0,55.0,795.99
white,66047.0,male,14.0,35.0,740.08
black,46910.0,female,13.0,49.0,536.51
white,25067.0,male,11.0,37.0,785.12
asian,228064.0,male,17.0,33.0,727.76
white,36400.0,male,13.0,36.0,778.43
white,180666.0,male,20.0,30.0,642.52
